epoch, time, auc
0.000000, 1.667831,0.566828
0.000000, 1.687714,0.568012
0.000000, 1.707324,0.569189
0.000000, 1.727161,0.570402
0.000000, 1.747364,0.571574
0.000000, 1.767810,0.572736
0.000000, 1.787857,0.574007
0.000000, 1.807369,0.575214
0.000000, 1.826929,0.576471
0.000000, 1.848578,0.577609
0.000000, 1.869334,0.578685
0.000000, 1.890001,0.579777
0.000000, 1.910102,0.580897
0.000000, 1.931642,0.582001
0.000000, 1.951274,0.583230
0.000000, 1.971414,0.584387
0.000000, 1.990572,0.585601
0.000000, 2.010483,0.586802
0.000000, 2.030714,0.588114
0.000000, 2.050833,0.589385
0.000000, 2.070294,0.590633
0.000000, 2.090005,0.591908
0.000000, 2.109904,0.593161
0.000000, 2.130522,0.594278
0.000000, 2.150598,0.595534
0.000000, 2.170430,0.596869
0.000000, 2.190486,0.598041
0.000000, 2.211437,0.599482
0.000000, 2.233346,0.600906
0.000000, 2.253891,0.602390
0.000000, 2.274146,0.603799
0.000000, 2.294281,0.605160
0.000000, 2.314049,0.606687
0.000000, 2.335000,0.608287
0.000000, 2.355196,0.609881
0.000000, 2.375882,0.611271
0.000000, 2.396604,0.612610
0.000000, 2.419367,0.613762
0.000000, 2.439726,0.614816
0.000000, 2.460542,0.615907
0.000000, 2.480993,0.617127
0.000000, 2.502139,0.618386
0.000000, 2.522466,0.619773
0.000000, 2.542990,0.621157
0.000000, 2.563095,0.622371
0.000000, 2.583276,0.623577
0.000000, 2.603810,0.624603
0.000000, 2.623839,0.625529
1.000000, 2.643794,0.625617
1.000000, 2.663903,0.625727
1.000000, 2.684640,0.625826
1.000000, 2.706359,0.625925
1.000000, 2.726368,0.626037
1.000000, 2.747106,0.626161
1.000000, 2.767381,0.626294
1.000000, 2.787355,0.626421
1.000000, 2.806982,0.626546
1.000000, 2.827769,0.626679
1.000000, 2.847753,0.626813
1.000000, 2.868345,0.626952
1.000000, 2.888465,0.627065
1.000000, 2.908784,0.627234
1.000000, 2.928882,0.627366
1.000000, 2.949651,0.627479
1.000000, 2.969972,0.627619
1.000000, 2.989704,0.627757
1.000000, 3.009498,0.627871
1.000000, 3.030612,0.628004
1.000000, 3.050964,0.628119
1.000000, 3.071132,0.628230
1.000000, 3.091386,0.628375
1.000000, 3.112417,0.628528
1.000000, 3.132629,0.628675
1.000000, 3.154098,0.628816
1.000000, 3.174494,0.628979
1.000000, 3.194860,0.629111
1.000000, 3.214992,0.629255
1.000000, 3.235629,0.629370
1.000000, 3.255454,0.629512
1.000000, 3.275500,0.629641
1.000000, 3.295665,0.629787
1.000000, 3.316002,0.629926
1.000000, 3.336313,0.630076
1.000000, 3.356445,0.630197
1.000000, 3.376246,0.630343
1.000000, 3.396289,0.630487
1.000000, 3.416224,0.630616
1.000000, 3.436209,0.630746
1.000000, 3.456095,0.630911
1.000000, 3.476988,0.631041
1.000000, 3.497195,0.631203
1.000000, 3.518306,0.631356
1.000000, 3.539191,0.631502
1.000000, 3.559558,0.631634
1.000000, 3.580286,0.631774
1.000000, 3.602383,0.631912
1.000000, 3.622642,0.632030
1.000000, 3.643011,0.632159
1.000000, 3.665251,0.632296
1.000000, 3.685921,0.632410
1.000000, 3.705936,0.632534
1.000000, 3.730493,0.632657
1.000000, 3.751471,0.632788
1.000000, 3.772798,0.632922
1.000000, 3.792783,0.633061
1.000000, 3.812841,0.633199
1.000000, 3.833931,0.633358
1.000000, 3.858371,0.633503
1.000000, 3.879132,0.633655
1.000000, 3.899913,0.633808
1.000000, 3.919939,0.633979
1.000000, 3.941669,0.634141
1.000000, 3.962394,0.634296
1.000000, 3.982866,0.634438
1.000000, 4.003279,0.634603
1.000000, 4.024180,0.634774
1.000000, 4.046375,0.634933
1.000000, 4.066875,0.635097
1.000000, 4.087894,0.635256
1.000000, 4.109271,0.635394
1.000000, 4.129957,0.635554
1.000000, 4.150064,0.635692
1.000000, 4.169979,0.635850
1.000000, 4.190292,0.635999
1.000000, 4.210507,0.636145
1.000000, 4.233580,0.636266
1.000000, 4.253725,0.636406
1.000000, 4.274545,0.636535
1.000000, 4.295344,0.636642
1.000000, 4.315127,0.636773
1.000000, 4.335897,0.636880
1.000000, 4.356593,0.636981
1.000000, 4.377129,0.637120
1.000000, 4.397999,0.637231
1.000000, 4.420304,0.637365
1.000000, 4.442037,0.637493
1.000000, 4.462431,0.637620
1.000000, 4.482909,0.637743
1.000000, 4.505323,0.637877
1.000000, 4.528696,0.637995
1.000000, 4.548968,0.638122
1.000000, 4.569600,0.638247
1.000000, 4.589566,0.638376
1.000000, 4.610089,0.638508
1.000000, 4.632064,0.638654
1.000000, 4.652422,0.638801
1.000000, 4.675340,0.638924
1.000000, 4.695762,0.639074
1.000000, 4.716885,0.639221
1.000000, 4.739452,0.639337
1.000000, 4.759726,0.639484
1.000000, 4.780046,0.639611
1.000000, 4.800145,0.639734
1.000000, 4.819880,0.639847
1.000000, 4.840323,0.639957
1.000000, 4.860056,0.640076
1.000000, 4.880493,0.640170
1.000000, 4.900877,0.640288
1.000000, 4.920283,0.640407
1.000000, 4.941600,0.640526
1.000000, 4.962291,0.640646
1.000000, 4.981801,0.640771
1.000000, 5.001558,0.640890
1.000000, 5.021659,0.640992
1.000000, 5.042002,0.641088
2.000000, 5.061816,0.641165
2.000000, 5.082616,0.641265
2.000000, 5.103360,0.641371
2.000000, 5.124667,0.641459
2.000000, 5.145845,0.641547
2.000000, 5.168840,0.641681
2.000000, 5.196275,0.641789
2.000000, 5.216835,0.641898
2.000000, 5.237557,0.642010
2.000000, 5.258503,0.642125
2.000000, 5.278251,0.642247
2.000000, 5.298687,0.642371
2.000000, 5.319452,0.642483
2.000000, 5.339568,0.642605
2.000000, 5.360080,0.642728
2.000000, 5.380794,0.642835
2.000000, 5.401399,0.642940
2.000000, 5.421450,0.643068
2.000000, 5.442376,0.643181
2.000000, 5.462818,0.643295
2.000000, 5.483054,0.643399
2.000000, 5.502994,0.643527
2.000000, 5.523601,0.643648
2.000000, 5.544794,0.643775
2.000000, 5.565454,0.643901
2.000000, 5.585132,0.644031
2.000000, 5.605610,0.644158
2.000000, 5.626282,0.644277
2.000000, 5.647047,0.644397
2.000000, 5.668728,0.644529
2.000000, 5.689212,0.644664
2.000000, 5.709527,0.644773
2.000000, 5.730091,0.644889
2.000000, 5.751756,0.645008
2.000000, 5.774861,0.645125
2.000000, 5.795163,0.645244
2.000000, 5.815100,0.645357
2.000000, 5.836306,0.645482
2.000000, 5.856867,0.645606
2.000000, 5.876847,0.645719
2.000000, 5.897478,0.645846
2.000000, 5.917719,0.645977
2.000000, 5.940204,0.646094
2.000000, 5.960839,0.646215
2.000000, 5.982181,0.646325
2.000000, 6.004753,0.646441
2.000000, 6.025704,0.646572
2.000000, 6.047210,0.646665
2.000000, 6.071136,0.646781
2.000000, 6.091277,0.646868
2.000000, 6.112013,0.646945
2.000000, 6.132245,0.647044
2.000000, 6.152803,0.647132
2.000000, 6.173439,0.647245
2.000000, 6.195992,0.647349
2.000000, 6.215863,0.647469
2.000000, 6.236525,0.647563
2.000000, 6.257689,0.647681
2.000000, 6.278645,0.647805
2.000000, 6.299271,0.647913
2.000000, 6.320216,0.648026
2.000000, 6.340689,0.648151
2.000000, 6.361970,0.648256
2.000000, 6.382471,0.648384
2.000000, 6.403318,0.648471
2.000000, 6.423682,0.648560
2.000000, 6.443484,0.648692
2.000000, 6.464460,0.648803
2.000000, 6.484714,0.648948
2.000000, 6.505294,0.649069
2.000000, 6.525898,0.649187
2.000000, 6.547077,0.649301
2.000000, 6.566922,0.649426
2.000000, 6.587952,0.649527
2.000000, 6.608512,0.649650
2.000000, 6.629358,0.649766
2.000000, 6.649606,0.649893
2.000000, 6.670426,0.650008
2.000000, 6.691263,0.650108
2.000000, 6.711549,0.650189
2.000000, 6.731390,0.650302
2.000000, 6.751762,0.650384
2.000000, 6.772949,0.650497
2.000000, 6.794573,0.650607
2.000000, 6.815301,0.650701
2.000000, 6.836713,0.650819
2.000000, 6.857814,0.650910
2.000000, 6.879287,0.651014
2.000000, 6.899685,0.651122
2.000000, 6.920417,0.651244
2.000000, 6.942302,0.651329
2.000000, 6.962767,0.651445
2.000000, 6.982738,0.651523
2.000000, 7.003528,0.651611
2.000000, 7.025458,0.651706
2.000000, 7.045878,0.651801
2.000000, 7.067631,0.651910
2.000000, 7.088481,0.652017
2.000000, 7.109753,0.652134
2.000000, 7.131428,0.652229
2.000000, 7.152666,0.652331
2.000000, 7.173198,0.652450
2.000000, 7.193754,0.652566
2.000000, 7.214834,0.652673
2.000000, 7.235959,0.652785
2.000000, 7.257350,0.652851
2.000000, 7.277390,0.652932
2.000000, 7.298055,0.653011
2.000000, 7.318221,0.653100
2.000000, 7.339125,0.653181
2.000000, 7.360354,0.653260
2.000000, 7.382018,0.653352
2.000000, 7.402256,0.653442
2.000000, 7.423476,0.653539
2.000000, 7.445458,0.653636
2.000000, 7.466352,0.653724
2.000000, 7.487730,0.653800
3.000000, 7.508170,0.653870
3.000000, 7.529345,0.653955
3.000000, 7.549568,0.654032
3.000000, 7.570668,0.654116
3.000000, 7.591313,0.654199
3.000000, 7.611869,0.654280
3.000000, 7.632258,0.654393
3.000000, 7.652531,0.654495
3.000000, 7.674238,0.654573
3.000000, 7.695120,0.654665
3.000000, 7.715180,0.654758
3.000000, 7.734926,0.654849
3.000000, 7.755793,0.654960
3.000000, 7.776672,0.655054
3.000000, 7.797209,0.655132
3.000000, 7.818074,0.655221
3.000000, 7.839072,0.655321
3.000000, 7.860151,0.655415
3.000000, 7.881065,0.655508
3.000000, 7.900906,0.655589
3.000000, 7.921852,0.655661
3.000000, 7.942845,0.655732
3.000000, 7.964597,0.655845
3.000000, 7.984733,0.655940
3.000000, 8.005130,0.656036
3.000000, 8.026027,0.656137
3.000000, 8.046574,0.656198
3.000000, 8.067012,0.656304
3.000000, 8.087636,0.656388
3.000000, 8.107840,0.656499
3.000000, 8.129878,0.656599
3.000000, 8.150939,0.656702
3.000000, 8.172416,0.656816
3.000000, 8.193249,0.656909
3.000000, 8.214082,0.657005
3.000000, 8.234853,0.657096
3.000000, 8.255728,0.657169
3.000000, 8.276933,0.657264
3.000000, 8.297480,0.657369
3.000000, 8.318199,0.657460
3.000000, 8.339942,0.657553
3.000000, 8.360373,0.657654
3.000000, 8.380207,0.657740
3.000000, 8.400771,0.657837
3.000000, 8.421216,0.657919
3.000000, 8.442510,0.658015
3.000000, 8.463544,0.658108
3.000000, 8.484140,0.658198
3.000000, 8.505388,0.658284
3.000000, 8.525848,0.658358
3.000000, 8.545834,0.658435
3.000000, 8.566988,0.658506
3.000000, 8.587783,0.658595
3.000000, 8.611196,0.658668
3.000000, 8.633239,0.658745
3.000000, 8.653491,0.658828
3.000000, 8.674268,0.658940
3.000000, 8.694859,0.659027
3.000000, 8.715351,0.659113
3.000000, 8.737016,0.659203
3.000000, 8.757939,0.659308
3.000000, 8.779885,0.659413
3.000000, 8.801563,0.659495
3.000000, 8.821729,0.659582
3.000000, 8.842534,0.659682
3.000000, 8.864062,0.659774
3.000000, 8.884113,0.659874
3.000000, 8.904582,0.659999
3.000000, 8.926126,0.660116
3.000000, 8.946536,0.660229
3.000000, 8.966884,0.660347
3.000000, 8.987707,0.660448
3.000000, 9.008640,0.660546
3.000000, 9.028828,0.660645
3.000000, 9.049067,0.660728
3.000000, 9.069290,0.660811
3.000000, 9.089592,0.660911
3.000000, 9.111032,0.661018
3.000000, 9.131635,0.661123
3.000000, 9.152362,0.661207
3.000000, 9.172890,0.661288
3.000000, 9.193101,0.661373
3.000000, 9.213649,0.661445
3.000000, 9.235507,0.661527
3.000000, 9.256186,0.661608
3.000000, 9.277269,0.661687
3.000000, 9.297616,0.661782
3.000000, 9.319197,0.661861
3.000000, 9.339996,0.661933
3.000000, 9.360192,0.662013
3.000000, 9.380607,0.662099
3.000000, 9.404223,0.662169
3.000000, 9.424591,0.662223
3.000000, 9.445399,0.662290
3.000000, 9.466482,0.662366
3.000000, 9.487127,0.662437
3.000000, 9.507848,0.662522
3.000000, 9.528456,0.662607
3.000000, 9.549896,0.662714
3.000000, 9.571199,0.662806
3.000000, 9.591737,0.662895
3.000000, 9.612920,0.663005
3.000000, 9.634590,0.663116
3.000000, 9.656666,0.663216
3.000000, 9.677227,0.663308
3.000000, 9.697678,0.663387
3.000000, 9.718473,0.663450
3.000000, 9.739182,0.663516
3.000000, 9.760021,0.663577
3.000000, 9.780493,0.663650
3.000000, 9.800877,0.663724
3.000000, 9.821444,0.663794
3.000000, 9.842123,0.663880
3.000000, 9.862127,0.663935
3.000000, 9.883143,0.663999
3.000000, 9.904358,0.664067
3.000000, 9.925239,0.664124
4.000000, 9.946849,0.664172
4.000000, 9.967376,0.664229
4.000000, 9.987827,0.664298
4.000000, 10.008166,0.664360
4.000000, 10.028862,0.664408
4.000000, 10.049444,0.664466
4.000000, 10.070698,0.664532
4.000000, 10.090942,0.664615
4.000000, 10.111130,0.664684
4.000000, 10.132214,0.664736
4.000000, 10.152718,0.664816
4.000000, 10.173396,0.664901
4.000000, 10.193953,0.664985
4.000000, 10.214486,0.665068
4.000000, 10.235703,0.665128
4.000000, 10.257551,0.665203
4.000000, 10.277629,0.665276
4.000000, 10.298472,0.665337
4.000000, 10.319914,0.665402
4.000000, 10.340649,0.665471
4.000000, 10.361674,0.665529
4.000000, 10.382149,0.665595
4.000000, 10.403695,0.665670
4.000000, 10.426350,0.665761
4.000000, 10.447326,0.665837
4.000000, 10.467915,0.665918
4.000000, 10.489249,0.665990
4.000000, 10.515189,0.666047
4.000000, 10.536249,0.666086
4.000000, 10.556690,0.666161
4.000000, 10.577370,0.666240
4.000000, 10.598818,0.666301
4.000000, 10.619459,0.666369
4.000000, 10.640008,0.666431
4.000000, 10.660348,0.666515
4.000000, 10.682619,0.666578
4.000000, 10.702321,0.666624
4.000000, 10.723746,0.666722
4.000000, 10.744194,0.666793
4.000000, 10.764800,0.666860
4.000000, 10.788003,0.666928
4.000000, 10.809234,0.667011
4.000000, 10.830247,0.667102
4.000000, 10.850576,0.667166
4.000000, 10.870852,0.667242
4.000000, 10.892431,0.667333
4.000000, 10.913363,0.667410
4.000000, 10.933251,0.667479
4.000000, 10.954615,0.667533
4.000000, 10.975101,0.667586
4.000000, 10.995508,0.667627
4.000000, 11.016141,0.667670
4.000000, 11.036463,0.667728
4.000000, 11.056750,0.667780
4.000000, 11.077745,0.667852
4.000000, 11.098760,0.667922
4.000000, 11.119539,0.667986
4.000000, 11.140341,0.668050
4.000000, 11.160485,0.668117
4.000000, 11.181320,0.668166
4.000000, 11.201846,0.668248
4.000000, 11.222636,0.668312
4.000000, 11.244224,0.668382
4.000000, 11.265372,0.668435
4.000000, 11.285943,0.668493
4.000000, 11.306229,0.668556
4.000000, 11.327393,0.668642
4.000000, 11.348509,0.668744
4.000000, 11.369685,0.668817
4.000000, 11.390460,0.668906
4.000000, 11.412910,0.668976
4.000000, 11.433628,0.669074
4.000000, 11.454803,0.669162
4.000000, 11.476145,0.669236
4.000000, 11.496563,0.669323
4.000000, 11.517972,0.669405
4.000000, 11.538234,0.669472
4.000000, 11.559001,0.669556
4.000000, 11.579841,0.669629
4.000000, 11.600299,0.669694
4.000000, 11.621656,0.669748
4.000000, 11.641963,0.669820
4.000000, 11.662454,0.669882
4.000000, 11.682670,0.669942
4.000000, 11.703337,0.670022
4.000000, 11.723168,0.670096
4.000000, 11.743605,0.670168
4.000000, 11.764292,0.670228
4.000000, 11.784863,0.670300
4.000000, 11.805609,0.670382
4.000000, 11.826412,0.670427
4.000000, 11.846923,0.670482
4.000000, 11.867520,0.670521
4.000000, 11.888568,0.670584
4.000000, 11.909250,0.670646
4.000000, 11.929607,0.670714
4.000000, 11.950447,0.670780
4.000000, 11.972523,0.670853
4.000000, 11.994620,0.670950
4.000000, 12.015919,0.671027
4.000000, 12.037244,0.671086
4.000000, 12.058262,0.671187
4.000000, 12.080190,0.671261
4.000000, 12.101301,0.671352
4.000000, 12.122518,0.671441
4.000000, 12.145127,0.671492
4.000000, 12.165904,0.671539
4.000000, 12.186631,0.671592
4.000000, 12.207422,0.671635
4.000000, 12.229428,0.671681
4.000000, 12.249991,0.671725
4.000000, 12.270794,0.671777
4.000000, 12.291241,0.671846
4.000000, 12.311459,0.671901
4.000000, 12.332903,0.671960
4.000000, 12.354478,0.672006
4.000000, 12.375879,0.672041
5.000000, 12.396515,0.672092
5.000000, 12.418800,0.672134
5.000000, 12.440213,0.672177
5.000000, 12.461354,0.672228
5.000000, 12.482315,0.672271
5.000000, 12.503199,0.672329
5.000000, 12.524870,0.672385
5.000000, 12.545950,0.672452
5.000000, 12.566824,0.672524
5.000000, 12.587605,0.672571
5.000000, 12.608653,0.672640
5.000000, 12.629901,0.672719
5.000000, 12.651106,0.672780
5.000000, 12.671917,0.672833
5.000000, 12.692551,0.672882
5.000000, 12.713030,0.672929
5.000000, 12.736201,0.672974
5.000000, 12.757046,0.673020
5.000000, 12.777953,0.673059
5.000000, 12.798384,0.673102
5.000000, 12.818788,0.673157
5.000000, 12.838730,0.673214
5.000000, 12.858749,0.673285
5.000000, 12.878985,0.673356
5.000000, 12.900927,0.673424
5.000000, 12.921319,0.673509
5.000000, 12.941513,0.673565
5.000000, 12.962617,0.673614
5.000000, 12.983430,0.673668
5.000000, 13.004010,0.673713
5.000000, 13.024794,0.673773
5.000000, 13.045419,0.673823
5.000000, 13.065903,0.673876
5.000000, 13.086688,0.673937
5.000000, 13.107010,0.673996
5.000000, 13.127189,0.674045
5.000000, 13.148568,0.674090
5.000000, 13.168701,0.674165
5.000000, 13.190279,0.674229
5.000000, 13.211310,0.674291
5.000000, 13.231566,0.674347
5.000000, 13.252178,0.674424
5.000000, 13.273899,0.674480
5.000000, 13.294456,0.674547
5.000000, 13.314594,0.674624
5.000000, 13.335290,0.674685
5.000000, 13.356008,0.674750
5.000000, 13.377213,0.674816
5.000000, 13.397695,0.674860
5.000000, 13.418335,0.674897
5.000000, 13.438502,0.674942
5.000000, 13.459363,0.675005
5.000000, 13.481380,0.675045
5.000000, 13.502570,0.675096
5.000000, 13.523361,0.675151
5.000000, 13.544059,0.675191
5.000000, 13.565320,0.675255
5.000000, 13.585413,0.675309
5.000000, 13.605668,0.675345
5.000000, 13.626010,0.675387
5.000000, 13.646579,0.675438
5.000000, 13.666937,0.675500
5.000000, 13.688219,0.675538
5.000000, 13.708380,0.675585
5.000000, 13.728481,0.675634
5.000000, 13.748739,0.675684
5.000000, 13.769042,0.675750
5.000000, 13.789195,0.675826
5.000000, 13.809320,0.675894
5.000000, 13.829364,0.675951
5.000000, 13.850829,0.676006
5.000000, 13.870632,0.676090
5.000000, 13.890296,0.676153
5.000000, 13.910625,0.676212
5.000000, 13.930514,0.676282
5.000000, 13.950936,0.676342
5.000000, 13.971684,0.676404
5.000000, 13.991709,0.676465
5.000000, 14.011686,0.676540
5.000000, 14.032287,0.676595
5.000000, 14.052441,0.676640
5.000000, 14.074419,0.676700
5.000000, 14.095255,0.676752
5.000000, 14.116022,0.676816
5.000000, 14.136855,0.676873
5.000000, 14.158169,0.676938
5.000000, 14.178470,0.677000
5.000000, 14.198557,0.677050
5.000000, 14.219524,0.677109
5.000000, 14.239424,0.677163
5.000000, 14.259562,0.677230
5.000000, 14.279419,0.677269
5.000000, 14.299428,0.677324
5.000000, 14.319284,0.677361
5.000000, 14.340604,0.677421
5.000000, 14.360677,0.677470
5.000000, 14.380746,0.677532
5.000000, 14.402270,0.677584
5.000000, 14.422732,0.677657
5.000000, 14.443229,0.677705
5.000000, 14.463200,0.677764
5.000000, 14.483128,0.677846
5.000000, 14.502881,0.677908
5.000000, 14.523302,0.677989
5.000000, 14.543551,0.678060
5.000000, 14.563721,0.678116
5.000000, 14.584166,0.678170
5.000000, 14.604165,0.678206
5.000000, 14.623910,0.678253
5.000000, 14.644124,0.678291
5.000000, 14.664173,0.678326
5.000000, 14.684938,0.678360
5.000000, 14.704911,0.678406
5.000000, 14.725454,0.678450
5.000000, 14.747000,0.678497
5.000000, 14.768494,0.678544
5.000000, 14.788712,0.678571
6.000000, 14.808606,0.678609
6.000000, 14.830547,0.678639
6.000000, 14.851933,0.678687
6.000000, 14.872185,0.678735
6.000000, 14.893352,0.678785
6.000000, 14.914637,0.678828
6.000000, 14.935060,0.678866
6.000000, 14.955483,0.678917
6.000000, 14.977706,0.678966
6.000000, 14.998361,0.679012
6.000000, 15.018852,0.679061
6.000000, 15.041246,0.679116
6.000000, 15.061618,0.679176
6.000000, 15.082277,0.679231
6.000000, 15.103498,0.679279
6.000000, 15.126233,0.679317
6.000000, 15.146380,0.679366
6.000000, 15.167231,0.679407
6.000000, 15.188649,0.679444
6.000000, 15.208817,0.679480
6.000000, 15.228766,0.679508
6.000000, 15.248790,0.679559
6.000000, 15.269286,0.679627
6.000000, 15.289359,0.679687
6.000000, 15.309755,0.679733
6.000000, 15.330443,0.679798
6.000000, 15.351021,0.679847
6.000000, 15.371107,0.679893
6.000000, 15.391069,0.679922
6.000000, 15.410842,0.679967
6.000000, 15.430944,0.680015
6.000000, 15.451678,0.680062
6.000000, 15.472093,0.680110
6.000000, 15.492677,0.680149
6.000000, 15.514271,0.680179
6.000000, 15.535066,0.680222
6.000000, 15.556578,0.680249
6.000000, 15.576709,0.680290
6.000000, 15.596382,0.680346
6.000000, 15.616320,0.680384
6.000000, 15.636797,0.680449
6.000000, 15.657930,0.680489
6.000000, 15.677835,0.680531
6.000000, 15.698478,0.680590
6.000000, 15.718756,0.680640
6.000000, 15.739845,0.680683
6.000000, 15.760549,0.680737
6.000000, 15.780682,0.680774
6.000000, 15.801503,0.680818
6.000000, 15.825528,0.680837
6.000000, 15.846336,0.680867
6.000000, 15.866513,0.680898
6.000000, 15.886811,0.680932
6.000000, 15.907536,0.680967
6.000000, 15.927792,0.681019
6.000000, 15.948531,0.681061
6.000000, 15.968529,0.681099
6.000000, 15.988307,0.681130
6.000000, 16.008360,0.681168
6.000000, 16.028537,0.681206
6.000000, 16.048375,0.681238
6.000000, 16.069176,0.681279
6.000000, 16.089386,0.681318
6.000000, 16.109499,0.681355
6.000000, 16.129890,0.681392
6.000000, 16.150874,0.681435
6.000000, 16.170965,0.681482
6.000000, 16.192893,0.681541
6.000000, 16.212782,0.681590
6.000000, 16.232843,0.681650
6.000000, 16.255077,0.681698
6.000000, 16.275058,0.681766
6.000000, 16.296223,0.681809
6.000000, 16.316451,0.681856
6.000000, 16.338288,0.681923
6.000000, 16.358258,0.681995
6.000000, 16.378738,0.682065
6.000000, 16.398850,0.682121
6.000000, 16.419654,0.682173
6.000000, 16.439919,0.682207
6.000000, 16.459467,0.682237
6.000000, 16.480751,0.682283
6.000000, 16.501281,0.682322
6.000000, 16.521851,0.682381
6.000000, 16.542276,0.682430
6.000000, 16.563144,0.682469
6.000000, 16.584733,0.682525
6.000000, 16.605970,0.682586
6.000000, 16.625734,0.682645
6.000000, 16.645898,0.682682
6.000000, 16.667389,0.682731
6.000000, 16.687321,0.682767
6.000000, 16.707164,0.682812
6.000000, 16.727872,0.682849
6.000000, 16.750286,0.682881
6.000000, 16.770564,0.682915
6.000000, 16.790897,0.682968
6.000000, 16.811671,0.683032
6.000000, 16.831456,0.683084
6.000000, 16.852510,0.683137
6.000000, 16.872102,0.683194
6.000000, 16.892741,0.683267
6.000000, 16.914249,0.683321
6.000000, 16.935705,0.683370
6.000000, 16.955388,0.683433
6.000000, 16.975325,0.683484
6.000000, 16.996040,0.683526
6.000000, 17.016101,0.683558
6.000000, 17.036241,0.683598
6.000000, 17.056622,0.683632
6.000000, 17.076861,0.683661
6.000000, 17.097118,0.683698
6.000000, 17.117080,0.683734
6.000000, 17.137607,0.683769
6.000000, 17.157962,0.683809
6.000000, 17.179558,0.683841
6.000000, 17.199834,0.683877
7.000000, 17.220780,0.683894
7.000000, 17.240943,0.683929
7.000000, 17.261652,0.683960
7.000000, 17.282526,0.684002
7.000000, 17.303685,0.684046
7.000000, 17.324278,0.684080
7.000000, 17.344200,0.684127
7.000000, 17.364936,0.684173
7.000000, 17.384506,0.684216
7.000000, 17.405056,0.684255
7.000000, 17.425341,0.684279
7.000000, 17.445585,0.684328
7.000000, 17.466276,0.684372
7.000000, 17.487034,0.684401
7.000000, 17.506929,0.684425
7.000000, 17.527228,0.684453
7.000000, 17.546977,0.684486
7.000000, 17.566999,0.684501
7.000000, 17.587356,0.684519
7.000000, 17.607866,0.684547
7.000000, 17.628062,0.684574
7.000000, 17.647675,0.684603
7.000000, 17.668348,0.684653
7.000000, 17.688085,0.684711
7.000000, 17.708598,0.684733
7.000000, 17.731400,0.684777
7.000000, 17.751638,0.684817
7.000000, 17.772105,0.684858
7.000000, 17.792477,0.684873
7.000000, 17.812811,0.684891
7.000000, 17.832850,0.684922
7.000000, 17.854078,0.684937
7.000000, 17.874039,0.684953
7.000000, 17.894316,0.684982
7.000000, 17.914486,0.685023
7.000000, 17.934344,0.685053
7.000000, 17.954486,0.685093
7.000000, 17.974956,0.685130
7.000000, 17.995039,0.685164
7.000000, 18.015438,0.685212
7.000000, 18.036225,0.685246
7.000000, 18.056032,0.685293
7.000000, 18.075981,0.685341
7.000000, 18.096931,0.685381
7.000000, 18.116761,0.685429
7.000000, 18.137167,0.685471
7.000000, 18.157467,0.685539
7.000000, 18.177948,0.685576
7.000000, 18.198236,0.685608
7.000000, 18.218172,0.685631
7.000000, 18.238264,0.685646
7.000000, 18.258721,0.685671
7.000000, 18.279590,0.685692
7.000000, 18.299842,0.685720
